5.323079586,-3.2488956451,-1.7936092615,0.04417795,0.02284644,0.0181307,0.06092407,0.19916639,0.28480299,0.93104757,0.69042278,0.0266355108,0.0165780876
4.5492143631,-4.8198518753,-2.243612051,0.19784705,0.02434908,0.01308238,0.02080229,0.31877039,0.50687687,0.32244897,0.51272568,0.0182858109,0.0155379819
3.1662442684,-5.8920998573,-2.6936118603,0.18829769,0.02440491,0.01685191,0.02329461,0.2745388,1,1,0.20926313,0.0465385355,0.0667077154
1.5495049953,-6.2504429817,3.1395735741,0.11968331,0.05908824,0.01974934,0.01750182,0.03456571,1,1,1,0.0644763261,0.0590502806
0.6240428686,-5.9920620918,2.6395747662,0.39080089,0.08148025,0.01994667,0.01873064,0.03211509,0.14394336,1,1,0.038434606,0.0343672596
-0.6044121981,-4.7445964813,2.1395761967,0.38421112,0.06085956,0.0446517,0.02334051,0.01712456,0.05169471,0.16285433,0.5236735,0.0105751492,0.0162202436
-1.1829273701,-3.0807459354,1.6895726919,0.20768228,0.07899553,0.05399021,0.02053611,0.03160681,0.03910675,0.06149198,0.13207869,0.0277447607,0.0185383521
-0.9821985364,-1.3369253874,1.2395697832,0.09661437,0.08604307,0.0513923,0.04576906,0.04062266,0.03617785,0.05386799,0.04797389,0.0431089513,0.0272945613
-0.3647547364,0.3238580823,1.2145700455,0.05829643,0.05487614,0.05849076,0.05505904,0.05851627,0.05508308,0.04549758,0.04282821,0.0400839373,0.0203424096
0.2428139448,1.9889471531,1.2812367678,0.04113933,0.03513964,0.07172854,0.06126777,0.09869384,0.08430054,0.0413744,0.03534044,0.036434859,0.0153342653
0.3416710496,3.7439863682,1.7312362194,0.03127476,0.05288117,0.07951577,0.13840256,0.20811172,0.07459933,0.04305386,0.02079897,0.0235641468,0.0300648808
-0.332362473,5.3609452248,2.1812369823,0.0218824,0.06594849,0.17603374,0.53052561,0.37272208,0.04903421,0.0344491,0.02355773,0.0847094581,0.0557699017
-1.342440486,6.3037586212,2.6312379837,0.04007087,0.09615221,1,1,0.34018208,0.0602306,0.01590719,0.01951039,0.1245681122,0.1497282386
-2.175098896,6.5298175812,3.0812387466,0.04405982,0.81751465,1,1,0.0804983,0.04597752,0.02014169,0.01910308,0.1640008241,0.1545921117
-3.8060142994,6.2108449936,-2.7519459724,0.18471319,1,1,0.20618699,0.11687163,0.02097125,0.01814673,0.02740604,0.1228412315,0.1408064365
-5.2330641747,5.1739163399,-2.3019464016,0.29233697,0.53443448,0.24322544,0.25121088,0.11432816,0.02444185,0.01385809,0.02533457,0.0324444622,0.0435858108
-6.1204752922,3.4319934845,-1.8019480705,0.19041853,0.14738014,0.40054231,0.3100118,0.03086206,0.02388661,0.02081072,0.05439096,0.0200753752,0.0196007732
-6.2437806129,1.4699048996,-1.593613863,0.09723893,0.22187013,0.4647085,0.24308054,0.04827717,0.02525288,0.02159881,0.04642567,0.0252404828,0.0281196497
-6.284181118,-0.3016140461,-1.593613863,0.05969645,0.2281107,0.47777974,0.24991781,0.07443795,0.0389371,0.02147111,0.02850141,0.0272989441,0.026323488
-6.2585749626,-2.0701656342,-1.4186137915,0.03954651,0.30385049,0.46365287,0.16953044,0.12678627,0.0463582,0.02108457,0.02591644,0.0340091065,0.0218641609
-5.5979623795,-3.6927454472,-0.9686112404,0.09992672,0.3075809,0.21922113,0.25088326,0.17881122,0.02281799,0.01626298,0.02868758,0.0213565193,0.0240565035
-4.1207976341,-4.9509401321,-0.4686106741,0.12648185,0.14548432,0.45818597,0.5270228,0.12234119,0.02725788,0.01900908,0.02186498,0.0234526414,0.0318616219
-2.4121739864,-5.346391201,-0.0186098497,0.08910602,0.39569659,0.83583598,0.44074682,0.04127628,0.02176548,0.02251068,0.042184,0.0390199162,0.0411611684
-0.6431248188,-5.2897334099,0.1563910544,0.05457596,0.52126116,0.78946329,0.2857646,0.06007231,0.02174455,0.02216803,0.036035,0.0460163541,0.0357112326
1.1401673555,-4.4899263382,0.6563904881,0.16396716,0.44155455,0.28602208,0.09969279,0.06457713,0.02499725,0.01619227,0.0372603,0.0213668663,0.0121520385
2.3293170929,-2.9367375374,1.1480543613,0.16389975,0.17226746,0.12991045,0.13654285,0.02745933,0.02886125,0.02525244,0.02654169,0.0109213833,0.0133284321
3.0562944412,-1.3207458258,1.1480543613,0.08878462,0.09331741,0.1771538,0.18619817,0.03772289,0.03964881,0.0223337,0.02347393,0.0306516234,0.01574306
3.7832717896,0.2952438295,1.1480543613,0.05557071,0.05840782,0.25577156,0.26882959,0.05503372,0.05784342,0.01989324,0.02090888,0.0074248076,0.0254764725
4.2223544121,2.0007283688,1.531386137,0.04484004,0.18315101,0.40398384,0.22175503,0.10803023,0.05930008,0.02224204,0.02032877,0.0139481304,0.0164873414
3.8838620186,3.7219927311,1.9813868999,0.05142572,0.28863395,0.28409861,0.18197417,0.17911492,0.0295629,0.01978012,0.02761016,0.0066678375,0.0105942776
2.8291275501,5.1184263229,2.4313852787,0.11273578,0.19806026,0.26478101,0.4651816,0.20248625,0.02740536,0.01430815,0.02513732,0.0079257181,0.0186286177
1.2681493759,5.9119887352,2.8813862801,0.10222133,0.22290012,0.84856924,0.68992884,0.06425996,0.02738556,0.0206504,0.02685128,0.0539489537,0.0457383543
-0.6802590489,5.8995280266,-2.901797533,0.05951802,0.68370672,0.8955372,0.2615756,0.05173077,0.01598071,0.02093194,0.04543966,0.0623881891,0.0280606113
-2.2443521023,5.0859823227,-2.4517979622,0.19798421,0.49356843,0.30095495,0.08117889,0.04949906,0.02460777,0.01737964,0.04332687,0.0126400217,0.0137649467
-3.3045272827,3.6760251522,-2.0017981529,0.18443743,0.19926671,0.09417602,0.10174808,0.02567043,0.02773439,0.02894097,0.03126789,0.0052041891,0.005025235
-3.6496989727,1.9503884315,-1.5517984629,0.11367671,0.06692967,0.13104908,0.06413431,0.04357397,0.02132472,0.03297151,0.05805724,0.0038420861,0.0099415677
-3.344581604,0.208438158,-1.360131979,0.06492467,0.08327664,0.11304004,0.04588713,0.06228731,0.02451614,0.03327828,0.04783005,0.0182691179,0.0014986002
-2.9728431702,-1.5238883495,-1.343465209,0.04305533,0.07438962,0.09953976,0.07645246,0.10229997,0.0309151,0.0355749,0.03217679,0.0013100947,0.0055340417
-2.1919362545,-3.0911221504,-0.8934640884,0.03192389,0.08187535,0.07540567,0.19339311,0.12063154,0.04285411,0.02673081,0.03264142,0.003739855,0.0090238117
-0.804087162,-4.1570734978,-0.443464607,0.04686055,0.0516881,0.27735622,0.30592915,0.06531476,0.05277234,0.0221293,0.02440905,0.009887863,0.0284555499
0.9129775167,-4.53606987,-0.0934636891,0.03946969,0.18033547,0.43913874,0.26266204,0.09341293,0.05587303,0.0253476,0.01620849,0.0147467274,0.0055681933
2.6791810989,-4.6019792557,0.1148704663,0.02845379,0.28453542,0.4644255,0.18520167,0.17536655,0.06993195,0.02493399,0.01743251,0.0069016684,0.0167564023
4.3308329582,-3.9888203144,0.5648708344,0.09164457,0.31151541,0.23677434,0.39803274,0.30253347,0.02625075,0.01995248,0.02097087,0.0171137154,0.0108237723
5.5573306084,-2.7204899788,1.0148692131,0.12779133,0.17036893,0.84345332,1,0.33785505,0.03273645,0.01322016,0.01762486,0.0568199381,0.0631586388
6.1144790649,-1.0495193005,1.4648675919,0.09686051,0.98170725,1,1,0.04738529,0.02944269,0.01690304,0.03795223,0.0811641291,0.0700860396
5.8913459778,0.6913930178,1.9148653746,0.20669742,1,1,0.35976366,0.06544375,0.01424969,0.01566194,0.04907597,0.0626768395,0.0656560659
4.9323568344,2.1556236744,2.3648655415,0.3522357,0.70399483,0.35175922,0.11516469,0.05754345,0.01996495,0.02163176,0.04323426,0.0236301161,0.0221892465
3.4766635895,3.1463143826,2.6981995106,0.22108551,0.24383237,0.13618749,0.1501996,0.03205926,0.02210042,0.02862038,0.03156507,0.0043490622,0.0045303172
1.7666808367,3.5764820576,2.9648668766,0.12668733,0.0879888,0.19831051,0.1377337,0.03199728,0.02222325,0.03151282,0.04273907,0.0035045962,0.0030018161
0.0156983975,3.8282299042,3.123200655,0.07538875,0.10973541,0.23169232,0.12212235,0.04664851,0.02458791,0.03098133,0.0357061,0.009026126,0.0012806195
-1.7215951681,3.5078132153,-2.8849847317,0.04598746,0.15074969,0.18918953,0.05276943,0.06622521,0.02435752,0.03056846,0.03664365,0.0052549196,0.0101522813
-3.4354128838,3.0568966866,-2.8766512871,0.03247485,0.1243333,0.1560372,0.08854236,0.11111991,0.03022818,0.03321363,0.02587656,0.0099190148,0.0021506252
-4.9788832664,2.2044482231,-2.4266514778,0.05169603,0.12187765,0.09352384,0.22049001,0.12834073,0.04138233,0.02408741,0.02630908,0.0113897519,0.0045411638
-6.0034914017,0.7685750723,-1.9766533375,0.0661023,0.06849886,0.32780704,0.33969185,0.06335437,0.04933629,0.01883582,0.01951871,0.0031214866,0.0050115054
-6.4366197586,-0.9474485517,-1.676653266,0.05063773,0.20522955,0.52369462,0.32535345,0.08841751,0.05493074,0.02075383,0.01984431,0.0081417505,0.0025528048
-6.4835238457,-2.7181994915,-1.5183213949,0.03552861,0.30111457,0.55235593,0.25231885,0.16547093,0.0755879,0.02081265,0.01936828,0.005696998,0.0092921806
-5.9882640839,-4.3998260498,-1.0683217049,0.09036097,0.36859066,0.31135484,0.35441024,0.2993762,0.03185054,0.0173105,0.02428234,0.0160300601,0.0113297403
-4.8092460632,-5.6922979355,-0.618319571,0.1411021,0.20969034,0.72988002,1,0.38258566,0.02609355,0.01415565,0.02103655,0.0351486504,0.047241725
-3.1808388233,-6.3386688232,-0.1683198214,0.11024256,0.89456229,1,1,0.08448551,0.02392098,0.01894895,0.03719803,0.0703614801,0.0465288013
-1.4138848782,-6.4613842964,-0.059986148,0.06729263,1,1,1,0.05097696,0.02864198,0.01912544,0.02972622,0.0476389378,0.0701782778
0.3549098372,-6.5675997734,-0.059986148,0.04449129,1,1,1,0.07965943,0.04475755,0.01884707,0.01965383,0.06822142,0.037822146
2.1242060661,-6.6295890808,0.0733474195,0.03156047,1,1,1,0.14158108,0.06187276,0.01864113,0.01790191,0.0578670315,0.0615956225
3.7993161678,-6.0853095055,0.5233481526,0.49729275,1,1,0.28340955,0.2311437,0.02177248,0.01520574,0.02226049,0.0327988006,0.0324011035
5.1822528839,-4.7013196945,1.0233473778,0.38274624,0.50291495,0.58848068,0.77324262,0.22700699,0.02327298,0.01406948,0.02747614,0.0123075973,0.0328727886
5.7252526283,-3.0258009434,1.4733462334,0.20357021,0.58462755,1,0.89542524,0.0320788,0.01962634,0.01783011,0.08131769,0.0357070826,0.0196699034
5.4132642746,-1.1051950455,1.9733453989,0.15943012,0.92361603,0.92129697,0.15711121,0.04049852,0.01600575,0.01596557,0.08514933,0.0327263996,0.0389226824
4.3698649406,0.2997680604,2.4233448505,0.25791847,0.46005992,0.20373667,0.06645158,0.02942798,0.0215685,0.03704333,0.06607573,0.0165524576,0.0218653586
2.9995265007,1.0650687218,2.7483451366,0.18172815,0.18189317,0.07098108,0.07104559,0.02291059,0.02293141,0.04637591,0.04641803,0.0157011636,0.0359150022
2.1941041946,1.3992033005,2.7483451366,0.12922744,0.12934479,0.07835036,0.07842156,0.02626248,0.02628635,0.04296375,0.04300277,0.0341521502,0.0332309604
1.2991905212,1.7704639435,2.7483451366,0.09373699,0.09382212,0.08796922,0.08804915,0.03092791,0.03095602,0.03959616,0.03963213,0.0301970076,0.0181228444
0.4045059979,2.141561985,2.7483451366,0.07109129,0.07115585,0.09946901,0.09955939,0.0369549,0.03698848,0.03661078,0.03664402,0.021519905,0.016127944
-0.4904085994,2.512822628,2.7483451366,0.05575733,0.05580795,0.11338723,0.11349024,0.04493432,0.04497514,0.03394961,0.03398044,0.0044931425,0.0321666189
-1.2958308458,2.8469572067,2.7483451366,0.04583423,0.04587585,0.12857176,0.12868857,0.0545517,0.05460126,0.03179505,0.03182393,0.0306746196,0.0326491334
-2.1012532711,3.1810917854,2.7483451366,0.03834236,0.03837717,0.14702398,0.14715757,0.0676227,0.06768413,0.02983927,0.02986637,0.0358133726,0.0433992445
-2.9066755772,3.5152263641,2.7483451366,0.03254778,0.03257734,0.16975352,0.16990775,0.08602291,0.08610107,0.02805855,0.02808403,0.0318324491,0.0147179207
