1.9561165571212769 4.160027027130127 -0.2686118185520172 [ 0.03035181  0.02468055  0.02707936  0.03263611  0.12427056  0.10105041 0.25828332  0.21002284] {'loss': [0.0093479873612523079, 0.0038407121319323778]}  
3.529763698577881 3.3654327392578125 -0.6769454479217529 [ 0.07415021  0.02464157  0.0205065   0.03285232  0.16324527  0.26152605 0.11881224  0.19034251] {'loss': [0.019831782206892967, 0.0066388449631631374]}  
4.607853889465332 1.969064474105835 -1.1269434690475464 [ 0.09227539  0.01887975  0.01710536  0.03884104  0.09858599  0.46115297 0.41781157  0.10184746] {'loss': [0.014434811659157276, 0.027023663744330406]}  
5.0408220291137695 0.2553853988647461 -1.4019414186477661 [ 0.06680416  0.02298416  0.01926304  0.042835    0.06253192  0.4891855 0.71412869  0.24569798] {'loss': [0.018310161307454109, 0.014623447321355343]}  
5.338611602783203 -1.4913963079452515 -1.4019414186477661 [ 0.04422842  0.01521691  0.01848011  0.07068743  0.1031918   0.6428108 0.93839556  0.32285761] {'loss': [0.019672511145472527, 0.030073110014200211]}  
5.323079586029053 -3.2488956451416016 -1.7936092615127563 [ 0.04417795  0.02284644  0.0181307   0.06092407  0.19916639  0.28480299 0.93104757  0.69042278] {'loss': [0.026635510846972466, 0.016578087583184242]}  
4.5492143630981445 -4.819851875305176 -2.243612051010132 [ 0.19784705  0.02434908  0.01308238  0.02080229  0.31877039  0.50687687 0.32244897  0.51272568] {'loss': [0.018285810947418213, 0.015537981875240803]}  
3.1662442684173584 -5.892099857330322 -2.6936118602752686 [ 0.18829769  0.02440491  0.01685191  0.02329461  0.2745388   1.          1. 0.20926313] {'loss': [0.046538535505533218, 0.066707715392112732]}  
1.5495049953460693 -6.250442981719971 3.139573574066162 [ 0.11968331  0.05908824  0.01974934  0.01750182  0.03456571  1.          1. 1.        ] {'loss': [0.064476326107978821, 0.059050280600786209]}  
0.6240428686141968 -5.992062091827393 2.6395747661590576 [ 0.39080089  0.08148025  0.01994667  0.01873064  0.03211509  0.14394336 1.          1.        ] {'loss': [0.038434606045484543, 0.034367259591817856]}  
-0.6044121980667114 -4.744596481323242 2.1395761966705322 [ 0.38421112  0.06085956  0.0446517   0.02334051  0.01712456  0.05169471 0.16285433  0.5236735 ] {'loss': [0.010575149208307266, 0.016220243647694588]}  
-1.1829273700714111 -3.0807459354400635 1.6895726919174194 [ 0.20768228  0.07899553  0.05399021  0.02053611  0.03160681  0.03910675 0.06149198  0.13207869] {'loss': [0.027744760736823082, 0.018538352102041245]}  
-0.9821985363960266 -1.3369253873825073 1.2395697832107544 [ 0.09661437  0.08604307  0.0513923   0.04576906  0.04062266  0.03617785 0.05386799  0.04797389] {'loss': [0.043108951300382614, 0.027294561266899109]}  
-0.36475473642349243 0.3238580822944641 1.2145700454711914 [ 0.05829643  0.05487614  0.05849076  0.05505904  0.05851627  0.05508308 0.04549758  0.04282821] {'loss': [0.040083937346935272, 0.020342409610748291]}  
0.24281394481658936 1.9889471530914307 1.2812367677688599 [ 0.04113933  0.03513964  0.07172854  0.06126777  0.09869384  0.08430054 0.0413744   0.03534044] {'loss': [0.036434859037399292, 0.015334265306591988]}  
0.34167104959487915 3.7439863681793213 1.731236219406128 [ 0.03127476  0.05288117  0.07951577  0.13840256  0.20811172  0.07459933 0.04305386  0.02079897] {'loss': [0.02356414683163166, 0.030064880847930908]}  
-0.33236247301101685 5.360945224761963 2.181236982345581 [ 0.0218824   0.06594849  0.17603374  0.53052561  0.37272208  0.04903421 0.0344491   0.02355773] {'loss': [0.08470945805311203, 0.055769901722669601]}  
-1.3424404859542847 6.30375862121582 2.6312379837036133 [ 0.04007087  0.09615221  1.          1.          0.34018208  0.0602306 0.01590719  0.01951039] {'loss': [0.12456811219453812, 0.14972823858261108]}  
-2.1750988960266113 6.529817581176758 3.0812387466430664 [ 0.04405982  0.81751465  1.          1.          0.0804983   0.04597752 0.02014169  0.01910308] {'loss': [0.16400082409381866, 0.1545921117067337]}  
-3.8060142993927 6.210844993591309 -2.751945972442627 [ 0.18471319  1.          1.          0.20618699  0.11687163  0.02097125 0.01814673  0.02740604] {'loss': [0.12284123152494431, 0.14080643653869629]}  
-5.2330641746521 5.173916339874268 -2.3019464015960693 [ 0.29233697  0.53443448  0.24322544  0.25121088  0.11432816  0.02444185 0.01385809  0.02533457] {'loss': [0.032444462180137634, 0.04358581081032753]}  
-6.1204752922058105 3.4319934844970703 -1.801948070526123 [ 0.19041853  0.14738014  0.40054231  0.3100118   0.03086206  0.02388661 0.02081072  0.05439096] {'loss': [0.020075375214219093, 0.019600773230195045]}  
-6.243780612945557 1.469904899597168 -1.593613862991333 [ 0.09723893  0.22187013  0.4647085   0.24308054  0.04827717  0.02525288 0.02159881  0.04642567] {'loss': [0.02524048276245594, 0.028119649738073349]}  
-6.284181118011475 -0.30161404609680176 -1.593613862991333 [ 0.05969645  0.2281107   0.47777974  0.24991781  0.07443795  0.0389371 0.02147111  0.02850141] {'loss': [0.027298944070935249, 0.026323487982153893]}  
-6.258574962615967 -2.0701656341552734 -1.4186137914657593 [ 0.03954651  0.30385049  0.46365287  0.16953044  0.12678627  0.0463582 0.02108457  0.02591644] {'loss': [0.034009106457233429, 0.021864160895347595]}  
-5.597962379455566 -3.6927454471588135 -0.9686112403869629 [ 0.09992672  0.3075809   0.21922113  0.25088326  0.17881122  0.02281799 0.01626298  0.02868758] {'loss': [0.021356519311666489, 0.024056503549218178]}  
-4.120797634124756 -4.950940132141113 -0.4686106741428375 [ 0.12648185  0.14548432  0.45818597  0.5270228   0.12234119  0.02725788 0.01900908  0.02186498] {'loss': [0.023452641442418098, 0.031861621886491776]}  
-2.4121739864349365 -5.346391201019287 -0.018609849736094475 [ 0.08910602  0.39569659  0.83583598  0.44074682  0.04127628  0.02176548 0.02251068  0.042184  ] {'loss': [0.039019916206598282, 0.041161168366670609]}  
-0.6431248188018799 -5.289733409881592 0.15639105439186096 [ 0.05457596  0.52126116  0.78946329  0.2857646   0.06007231  0.02174455 0.02216803  0.036035  ] {'loss': [0.046016354113817215, 0.035711232572793961]}  
1.1401673555374146 -4.489926338195801 0.6563904881477356 [ 0.16396716  0.44155455  0.28602208  0.09969279  0.06457713  0.02499725 0.01619227  0.0372603 ] {'loss': [0.021366866305470467, 0.012152038514614105]}  
2.329317092895508 -2.936737537384033 1.1480543613433838 [ 0.16389975  0.17226746  0.12991045  0.13654285  0.02745933  0.02886125 0.02525244  0.02654169] {'loss': [0.010921383276581764, 0.013328432105481625]}  
3.0562944412231445 -1.320745825767517 1.1480543613433838 [ 0.08878462  0.09331741  0.1771538   0.18619817  0.03772289  0.03964881 0.0223337   0.02347393] {'loss': [0.030651623383164406, 0.015743060037493706]}  
3.7832717895507812 0.2952438294887543 1.1480543613433838 [ 0.05557071  0.05840782  0.25577156  0.26882959  0.05503372  0.05784342 0.01989324  0.02090888] {'loss': [0.0074248076416552067, 0.025476472452282906]}  
4.222354412078857 2.0007283687591553 1.531386137008667 [ 0.04484004  0.18315101  0.40398384  0.22175503  0.10803023  0.05930008 0.02224204  0.02032877] {'loss': [0.013948130421340466, 0.016487341374158859]}  
3.883862018585205 3.7219927310943604 1.9813868999481201 [ 0.05142572  0.28863395  0.28409861  0.18197417  0.17911492  0.0295629 0.01978012  0.02761016] {'loss': [0.0066678375005722046, 0.010594277642667294]}  
2.829127550125122 5.118426322937012 2.4313852787017822 [ 0.11273578  0.19806026  0.26478101  0.4651816   0.20248625  0.02740536 0.01430815  0.02513732] {'loss': [0.0079257180914282799, 0.018628617748618126]}  
1.2681493759155273 5.911988735198975 2.8813862800598145 [ 0.10222133  0.22290012  0.84856924  0.68992884  0.06425996  0.02738556 0.0206504   0.02685128] {'loss': [0.053948953747749329, 0.045738354325294495]}  
-0.6802590489387512 5.8995280265808105 -2.9017975330352783 [ 0.05951802  0.68370672  0.8955372   0.2615756   0.05173077  0.01598071 0.02093194  0.04543966] {'loss': [0.062388189136981964, 0.028060611337423325]}  
-2.244352102279663 5.085982322692871 -2.4517979621887207 [ 0.19798421  0.49356843  0.30095495  0.08117889  0.04949906  0.02460777 0.01737964  0.04332687] {'loss': [0.012640021741390228, 0.013764946721494198]}  
-3.3045272827148438 3.676025152206421 -2.001798152923584 [ 0.18443743  0.19926671  0.09417602  0.10174808  0.02567043  0.02773439 0.02894097  0.03126789] {'loss': [0.0052041891030967236, 0.0050252350047230721]}  
-3.6496989727020264 1.9503884315490723 -1.5517984628677368 [ 0.11367671  0.06692967  0.13104908  0.06413431  0.04357397  0.02132472 0.03297151  0.05805724] {'loss': [0.0038420860655605793, 0.0099415676668286324]}  
-3.3445816040039062 0.20843815803527832 -1.3601319789886475 [ 0.06492467  0.08327664  0.11304004  0.04588713  0.06228731  0.02451614 0.03327828  0.04783005] {'loss': [0.018269117921590805, 0.001498600235208869]}  
-2.9728431701660156 -1.523888349533081 -1.3434652090072632 [ 0.04305533  0.07438962  0.09953976  0.07645246  0.10229997  0.0309151 0.0355749   0.03217679] {'loss': [0.0013100947253406048, 0.0055340416729450226]}  
-2.1919362545013428 -3.0911221504211426 -0.8934640884399414 [ 0.03192389  0.08187535  0.07540567  0.19339311  0.12063154  0.04285411 0.02673081  0.03264142] {'loss': [0.0037398550193756819, 0.0090238116681575775]}  
-0.8040871620178223 -4.157073497772217 -0.44346460700035095 [ 0.04686055  0.0516881   0.27735622  0.30592915  0.06531476  0.05277234 0.0221293   0.02440905] {'loss': [0.0098878629505634308, 0.028455549851059914]}  
0.9129775166511536 -4.536069869995117 -0.09346368908882141 [ 0.03946969  0.18033547  0.43913874  0.26266204  0.09341293  0.05587303 0.0253476   0.01620849] {'loss': [0.014746727421879768, 0.0055681932717561722]}  
2.6791810989379883 -4.6019792556762695 0.11487046629190445 [ 0.02845379  0.28453542  0.4644255   0.18520167  0.17536655  0.06993195 0.02493399  0.01743251] {'loss': [0.0069016683846712112, 0.01675640232861042]}  
4.3308329582214355 -3.9888203144073486 0.5648708343505859 [ 0.09164457  0.31151541  0.23677434  0.39803274  0.30253347  0.02625075 0.01995248  0.02097087] {'loss': [0.017113715410232544, 0.010823772288858891]}  
5.55733060836792 -2.720489978790283 1.014869213104248 [ 0.12779133  0.17036893  0.84345332  1.          0.33785505  0.03273645 0.01322016  0.01762486] {'loss': [0.056819938123226166, 0.063158638775348663]}  
6.114479064941406 -1.0495193004608154 1.4648675918579102 [ 0.09686051  0.98170725  1.          1.          0.04738529  0.02944269 0.01690304  0.03795223] {'loss': [0.081164129078388214, 0.0700860396027565]}  
5.891345977783203 0.6913930177688599 1.9148653745651245 [ 0.20669742  1.          1.          0.35976366  0.06544375  0.01424969 0.01566194  0.04907597] {'loss': [0.062676839530467987, 0.065656065940856934]}  
4.932356834411621 2.1556236743927 2.36486554145813 [ 0.3522357   0.70399483  0.35175922  0.11516469  0.05754345  0.01996495 0.02163176  0.04323426] {'loss': [0.023630116134881973, 0.022189246490597725]}  
3.476663589477539 3.1463143825531006 2.698199510574341 [ 0.22108551  0.24383237  0.13618749  0.1501996   0.03205926  0.02210042 0.02862038  0.03156507] {'loss': [0.0043490622192621231, 0.0045303171500563622]}  
1.7666808366775513 3.576482057571411 2.964866876602173 [ 0.12668733  0.0879888   0.19831051  0.1377337   0.03199728  0.02222325 0.03151282  0.04273907] {'loss': [0.003504596184939146, 0.0030018161050975323]}  
0.015698397532105446 3.8282299041748047 3.1232006549835205 [ 0.07538875  0.10973541  0.23169232  0.12212235  0.04664851  0.02458791 0.03098133  0.0357061 ] {'loss': [0.009026126004755497, 0.0012806195300072432]}  
-1.7215951681137085 3.5078132152557373 -2.8849847316741943 [ 0.04598746  0.15074969  0.18918953  0.05276943  0.06622521  0.02435752 0.03056846  0.03664365] {'loss': [0.0052549196407198906, 0.010152281261980534]}  
-3.435412883758545 3.056896686553955 -2.8766512870788574 [ 0.03247485  0.1243333   0.1560372   0.08854236  0.11111991  0.03022818 0.03321363  0.02587656] {'loss': [0.0099190147593617439, 0.0021506252232939005]}  
-4.978883266448975 2.2044482231140137 -2.4266514778137207 [ 0.05169603  0.12187765  0.09352384  0.22049001  0.12834073  0.04138233 0.02408741  0.02630908] {'loss': [0.011389751918613911, 0.0045411637984216213]}  
-6.003491401672363 0.7685750722885132 -1.9766533374786377 [ 0.0661023   0.06849886  0.32780704  0.33969185  0.06335437  0.04933629 0.01883582  0.01951871] {'loss': [0.0031214866321533918, 0.0050115054473280907]}  
-6.436619758605957 -0.9474485516548157 -1.676653265953064 [ 0.05063773  0.20522955  0.52369462  0.32535345  0.08841751  0.05493074 0.02075383  0.01984431] {'loss': [0.0081417504698038101, 0.0025528047699481249]}  
-6.483523845672607 -2.7181994915008545 -1.5183213949203491 [ 0.03552861  0.30111457  0.55235593  0.25231885  0.16547093  0.0755879 0.02081265  0.01936828] {'loss': [0.0056969979777932167, 0.0092921806499361992]}  
-5.988264083862305 -4.3998260498046875 -1.068321704864502 [ 0.09036097  0.36859066  0.31135484  0.35441024  0.2993762   0.03185054 0.0173105   0.02428234] {'loss': [0.01603006012737751, 0.011329740285873413]}  
-4.809246063232422 -5.69229793548584 -0.618319571018219 [ 0.1411021   0.20969034  0.72988002  1.          0.38258566  0.02609355 0.01415565  0.02103655] {'loss': [0.035148650407791138, 0.047241725027561188]}  
-3.1808388233184814 -6.3386688232421875 -0.16831982135772705 [ 0.11024256  0.89456229  1.          1.          0.08448551  0.02392098 0.01894895  0.03719803] {'loss': [0.070361480116844177, 0.046528801321983337]}  
-1.4138848781585693 -6.461384296417236 -0.05998614802956581 [ 0.06729263  1.          1.          1.          0.05097696  0.02864198 0.01912544  0.02972622] {'loss': [0.047638937830924988, 0.070178277790546417]}  
0.35490983724594116 -6.567599773406982 -0.05998614802956581 [ 0.04449129  1.          1.          1.          0.07965943  0.04475755 0.01884707  0.01965383] {'loss': [0.068221420049667358, 0.037822145968675613]}  
2.124206066131592 -6.629589080810547 0.07334741950035095 [ 0.03156047  1.          1.          1.          0.14158108  0.06187276 0.01864113  0.01790191] {'loss': [0.057867031544446945, 0.061595622450113297]}  
3.799316167831421 -6.0853095054626465 0.5233481526374817 [ 0.49729275  1.          1.          0.28340955  0.2311437   0.02177248 0.01520574  0.02226049] {'loss': [0.032798800617456436, 0.032401103526353836]}  
5.182252883911133 -4.701319694519043 1.0233473777770996 [ 0.38274624  0.50291495  0.58848068  0.77324262  0.22700699  0.02327298 0.01406948  0.02747614] {'loss': [0.012307597324252129, 0.032872788608074188]}  
5.725252628326416 -3.025800943374634 1.47334623336792 [ 0.20357021  0.58462755  1.          0.89542524  0.0320788   0.01962634 0.01783011  0.08131769] {'loss': [0.035707082599401474, 0.019669903442263603]}  
5.413264274597168 -1.1051950454711914 1.973345398902893 [ 0.15943012  0.92361603  0.92129697  0.15711121  0.04049852  0.01600575 0.01596557  0.08514933] {'loss': [0.032726399600505829, 0.038922682404518127]}  
4.3698649406433105 0.2997680604457855 2.423344850540161 [ 0.25791847  0.46005992  0.20373667  0.06645158  0.02942798  0.0215685 0.03704333  0.06607573] {'loss': [0.016552457585930824, 0.021865358576178551]}  
2.9995265007019043 1.0650687217712402 2.748345136642456 [ 0.18172815  0.18189317  0.07098108  0.07104559  0.02291059  0.02293141 0.04637591  0.04641803] {'loss': [0.015701163560152054, 0.035915002226829529]}  
2.1941041946411133 1.3992033004760742 2.748345136642456 [ 0.12922744  0.12934479  0.07835036  0.07842156  0.02626248  0.02628635 0.04296375  0.04300277] {'loss': [0.03415215015411377, 0.033230960369110107]}  
1.2991905212402344 1.7704639434814453 2.748345136642456 [ 0.09373699  0.09382212  0.08796922  0.08804915  0.03092791  0.03095602 0.03959616  0.03963213] {'loss': [0.030197007581591606, 0.018122844398021698]}  
0.40450599789619446 2.141561985015869 2.748345136642456 [ 0.07109129  0.07115585  0.09946901  0.09955939  0.0369549   0.03698848 0.03661078  0.03664402] {'loss': [0.021519904956221581, 0.016127943992614746]}  
-0.49040859937667847 2.5128226280212402 2.748345136642456 [ 0.05575733  0.05580795  0.11338723  0.11349024  0.04493432  0.04497514 0.03394961  0.03398044] {'loss': [0.0044931424781680107, 0.032166618853807449]}  
-1.2958308458328247 2.846957206726074 2.748345136642456 [ 0.04583423  0.04587585  0.12857176  0.12868857  0.0545517   0.05460126 0.03179505  0.03182393] {'loss': [0.030674619600176811, 0.03264913335442543]}  
-2.1012532711029053 3.181091785430908 2.748345136642456 [ 0.03834236  0.03837717  0.14702398  0.14715757  0.0676227   0.06768413 0.02983927  0.02986637] {'loss': [0.035813372582197189, 0.043399244546890259]}  
-2.9066755771636963 3.515226364135742 2.748345136642456 [ 0.03254778  0.03257734  0.16975352  0.16990775  0.08602291  0.08610107 0.02805855  0.02808403] {'loss': [0.03183244913816452, 0.014717920683324337]}  
