2.902122736,3.5540730953,3.1007061005,0.9072912783
2.902122736,3.5540730953,3.1007065773,0.9072912783
2.902122736,3.5540730953,3.1007070541,0.9072912783
2.902122736,3.5540730953,3.1007077694,0.9072912783
2.902122736,3.5540730953,3.1007082462,0.9072912783
2.902122736,3.5540730953,3.1007087231,0.9072912783
2.902122736,3.5540730953,3.1007091999,0.9072912783
2.902122736,3.5540730953,3.1007096767,0.9072912783
2.902122736,3.5540730953,3.1007101536,0.9072912783
2.902122736,3.5540730953,3.1007106304,0.9072912783
2.902122736,3.5540730953,3.1007108688,0.9072912783
2.902122736,3.5540730953,3.1007111073,0.9072912783
2.902122736,3.5540730953,3.1007113457,0.9072912783
2.902122736,3.5540730953,3.1007115841,0.9072912783
2.902122736,3.5540730953,3.1007118225,0.9072912783
2.902122736,3.5540730953,3.1007120609,0.9072912783
2.902122736,3.5540730953,3.1007120609,0.9072912783
2.902122736,3.5540730953,3.1007122993,0.9072912783
2.902122736,3.5540730953,3.1007127762,0.9072912783
2.902122736,3.5540730953,3.100713253,0.9072912783
2.902122736,3.5540730953,3.1007137299,0.9072912783
2.902122736,3.5540730953,3.1007142067,0.9072912783
2.902122736,3.5540730953,3.100714922,0.9072912783
2.5694184303,3.5392365456,-3.0241365433,0.1519310888
2.0719666481,3.5021429062,3.1090493202,0.9185764643
1.5797725916,3.586534977,2.8590500355,0.5570007267
1.1227447987,3.789904356,2.6090505123,0.7539075817
0.7283397913,4.0981040001,2.3923847675,0.6090436172
0.3622254133,4.4386372566,2.3923847675,0.5510235365
-0.0038889628,4.7791705132,2.3923847675,0.4907830914
-0.382214129,5.1034674644,2.5257182121,0.3644931478
-0.8110606074,5.3590598106,2.6173856258,0.2193740107
-1.2469054461,5.6026058197,2.6923856735,0.5273521896
-1.7196148634,5.7593388557,2.8923857212,0.1941627775
-2.2041699886,5.88266325,2.8923857212,0.370850877
-2.6887271404,6.0059876442,2.8923857212,0.359171849
-3.1732842922,6.1293120384,2.8923857212,0.7835692678
