0.35645100474357605 -3.2389700412750244 2.874892234802246 [[ 0.49993697  0.48561311  0.44863009  0.49182966  0.48691633  0.47387394 0.50593394  0.42969325  0.44046336  0.4610396   0.48556936  0.48782963 0.44567004  0.47502813  0.49902675  0.50455862  0.47385767  0.49955022 0.47503197  0.50675428  0.50682622  0.50450933  0.45110777  0.46423972]] 
0.35645100474357605 -3.2389700412750244 2.624892473220825 [[ 0.49095172  0.50759262  0.45539853  0.50150758  0.46513593  0.4914254 0.48770133  0.41803378  0.41865319  0.45291033  0.48431039  0.49583483 0.45074651  0.49047494  0.49050659  0.52487212  0.46971256  0.5155496 0.4515729   0.50739503  0.5140335   0.47961286  0.43419418  0.48200071]] 
-0.03103162720799446 -2.94018816947937 2.416560173034668 [[ 0.51427549  0.48681429  0.46673444  0.51203054  0.46625412  0.49772403 0.50037241  0.44368345  0.41418618  0.46698913  0.49695602  0.45726925 0.46401662  0.4762789   0.49618155  0.55214     0.46903077  0.49047917 0.42137483  0.521101    0.48953664  0.47744077  0.42875606  0.49864078]] 
-0.402494341135025 -2.6054985523223877 2.408226728439331 [[ 0.50989377  0.48365113  0.45277578  0.50291836  0.47060066  0.49234015 0.50057429  0.44607756  0.41219488  0.45757452  0.49654427  0.46353704 0.46154401  0.45627624  0.51370049  0.55089837  0.47882408  0.50069374 0.43675256  0.50901622  0.48472548  0.50180721  0.42761236  0.47303867]] 
-0.7465242743492126 -2.2418572902679443 2.2165603637695312 [[ 0.50578994  0.47147283  0.45570594  0.47439244  0.48226336  0.48838484 0.50725293  0.45329216  0.41620108  0.45302632  0.47205913  0.46452227 0.45621544  0.47767526  0.51780653  0.53600311  0.44776452  0.49533236 0.45225886  0.50839221  0.50221813  0.49763122  0.44476587  0.47566816]] 
-1.0318713188171387 -1.8305331468582153 2.0998942852020264 [[ 0.49732822  0.45636025  0.4472748   0.48236063  0.50185829  0.47711802 0.50522631  0.43683869  0.43115586  0.44368502  0.46649939  0.4891108 0.44546011  0.48712879  0.51988286  0.51453978  0.44807652  0.49461746 0.45991281  0.48817578  0.49721864  0.50337106  0.46733454  0.4753786 ]] 
-1.2260422706604004 -1.369584083557129 1.849892020225525 [[ 0.49583378  0.49107793  0.44768372  0.49754044  0.48632097  0.47384182 0.51386029  0.45485008  0.43798852  0.45091462  0.45191962  0.46802676 0.43847582  0.49182078  0.48756677  0.49907458  0.46043736  0.4809255 0.4722968   0.50122094  0.51981622  0.48046494  0.44805169  0.46223557]] 
-1.3005318641662598 -0.8758746981620789 1.5998915433883667 [[ 0.49112207  0.49085143  0.4547652   0.49639723  0.46347046  0.48337704 0.51471335  0.46586454  0.44746059  0.46402931  0.48058763  0.48342305 0.45690176  0.48734507  0.49655181  0.50884777  0.46312141  0.50386393 0.46646541  0.48526067  0.50891334  0.47150746  0.45101681  0.47445837]] 
-1.2507097721099854 -0.3801017105579376 1.3498914241790771 [[ 0.49340972  0.48954305  0.46295977  0.50019717  0.467976    0.49130988 0.50897843  0.47292185  0.45097715  0.45003656  0.48624873  0.47959727 0.46766123  0.4879466   0.52598602  0.52159458  0.46178392  0.51309478 0.46479979  0.4934597   0.50152165  0.46692574  0.45331594  0.47622353]] 
-1.0796719789505005 0.08690980076789856 1.0998893976211548 [[ 0.49252677  0.50307649  0.46764886  0.48312911  0.47390738  0.49771217 0.50849152  0.47515708  0.46239889  0.45941043  0.50364929  0.48202431 0.47072139  0.48560855  0.52109927  0.51806146  0.46716857  0.51209348 0.46405861  0.50494051  0.49726829  0.48214436  0.46869037  0.47943693]] 
-0.7980539202690125 0.49612295627593994 0.8498876094818115 [[ 0.48966935  0.4871431   0.46687457  0.49311471  0.47916678  0.48524252 0.50322801  0.48178211  0.47391728  0.46551612  0.49550533  0.47838962 0.47268552  0.48790762  0.51211041  0.50639158  0.47928107  0.49434274 0.47547024  0.49778602  0.49550951  0.48775005  0.48095492  0.49209818]] 
-0.42336514592170715 0.8220945000648499 0.5998868346214294 [[ 0.49617082  0.48965204  0.48080164  0.4760499   0.47950104  0.48111543 0.50243652  0.47659543  0.47240162  0.46314198  0.49531242  0.48636997 0.47693992  0.48574668  0.49566621  0.49949241  0.47705916  0.49677172 0.4919512   0.51357907  0.50401229  0.48939186  0.48696235  0.49702635]] 
0.021093647927045822 1.0445574522018433 0.3498862683773041 [[ 0.49671507  0.48580045  0.47405612  0.47624502  0.48334438  0.48709318 0.5253315   0.46912843  0.47084829  0.46185336  0.51273513  0.4914417 0.47314852  0.49568227  0.48782703  0.49523214  0.49224913  0.49755126 0.50647581  0.50620264  0.49922535  0.50611204  0.48167947  0.48273936]] 
0.5076956152915955 1.149680256843567 0.0998869240283966 [[ 0.50939858  0.49460199  0.45929939  0.46423155  0.47509244  0.48237649 0.52602226  0.46468094  0.46915415  0.45941857  0.51537836  0.48335829 0.46588233  0.49721134  0.50021511  0.50243378  0.47866717  0.48996621 0.50261331  0.49087623  0.49246556  0.49779841  0.48344731  0.47468758]] 
1.0073169469833374 1.1497578620910645 -0.025112690404057503 [[ 0.50902128  0.4958601   0.45424893  0.469789    0.48030877  0.49897516 0.52749753  0.45335275  0.47825551  0.45664212  0.50821292  0.48517191 0.45942008  0.48924273  0.51060432  0.49057004  0.48202059  0.50220984 0.4975149   0.49712026  0.50178403  0.48925197  0.47491747  0.47739393]] 
1.5071591138839722 1.1372015476226807 -0.025112466886639595 [[ 0.51014262  0.51042902  0.45660073  0.48479831  0.4908351   0.49723724 0.52522093  0.47130421  0.48155138  0.47082439  0.52043539  0.48479784 0.46947524  0.48973536  0.50801849  0.48417541  0.48862106  0.50151116 0.51442552  0.4879722   0.50592268  0.48356     0.47284159  0.48467347]] 
2.0011422634124756 1.0646766424179077 -0.25844520330429077 [[ 0.50258166  0.50026286  0.45575052  0.47434261  0.49196464  0.48623616 0.5288167   0.46167845  0.47725797  0.47664803  0.52647907  0.47985086 0.46013126  0.49371871  0.50413126  0.49240834  0.49596944  0.50055218 0.47053483  0.49378568  0.50446343  0.48636603  0.48120588  0.48079142]] 
2.5487313270568848 0.8204205632209778 -0.5584449768066406 [[ 0.49164119  0.49531689  0.47970477  0.47008467  0.49257621  0.48324227 0.52281874  0.47112694  0.47107694  0.47166368  0.51622355  0.4898555 0.46233383  0.4867667   0.50959176  0.49031937  0.49497586  0.50995833 0.47987139  0.50903374  0.50242424  0.50265223  0.48100024  0.47613561]] 
3.0010268688201904 0.4258464574813843 -0.858443558216095 [[ 0.48442551  0.48899841  0.46779427  0.4917669   0.48746958  0.48265782 0.512164    0.47298375  0.48405322  0.47008887  0.49810046  0.48968756 0.46918976  0.50469178  0.50541961  0.48863283  0.49178651  0.49411359 0.49064907  0.49712148  0.50145656  0.48590425  0.49063572  0.48182398]] 
3.2756547927856445 0.007301177829504013 -1.1084425449371338 [[ 0.4975976   0.49674132  0.47795188  0.49118567  0.48304579  0.48709893 0.512712    0.46840355  0.47987145  0.48049983  0.50875032  0.4898366 0.47965729  0.50630629  0.50568366  0.50758862  0.48201606  0.50403321 0.50178576  0.50358808  0.50526434  0.4950484   0.5035401   0.48082802]] 
3.438758373260498 -0.4653158187866211 -1.358441948890686 [[ 0.50899643  0.50121856  0.48042664  0.48468262  0.48509204  0.48818612 0.51314247  0.47337756  0.47867167  0.47190821  0.50452429  0.48946065 0.47926316  0.49041373  0.49272215  0.50840068  0.48619887  0.50044489 0.50433922  0.50480425  0.49203202  0.49837753  0.48633119  0.48422152]] 
3.480196714401245 -0.9626197218894958 -1.6084411144256592 [[ 0.50881565  0.49100497  0.47691756  0.46931526  0.49071938  0.48336884 0.51097041  0.46277165  0.47816405  0.47380546  0.50696892  0.48974776 0.47211406  0.48512524  0.49743286  0.50086546  0.49117345  0.49126461 0.50865465  0.50366133  0.50441498  0.5064947   0.48632199  0.48626179]] 
3.397392511367798 -1.453690528869629 -1.8584415912628174 [[ 0.51873916  0.48397347  0.45595226  0.46492648  0.48882458  0.48604974 0.52317363  0.45250282  0.45459747  0.4548811   0.50543529  0.48351714 0.46719351  0.49588636  0.49087298  0.49095458  0.4875479   0.4833805 0.50301456  0.50194716  0.49315804  0.49629065  0.48514059  0.47708702]] 
3.195495367050171 -1.9079962968826294 -2.1084399223327637 [[ 0.50688159  0.48701674  0.44907665  0.46805543  0.47204632  0.48640797 0.52301323  0.43513525  0.4689495   0.45623377  0.4859758   0.48031944 0.45859033  0.50253582  0.49921703  0.47957206  0.48061001  0.49476799 0.50824982  0.48197797  0.494093    0.48697785  0.47287235  0.46983573]] 
2.8141684532165527 -2.365129232406616 -2.4084408283233643 [[ 0.50921941  0.48924181  0.43683359  0.50216824  0.47722164  0.47999018 0.51634228  0.44717851  0.46549585  0.45428354  0.49009585  0.48241645 0.46007848  0.5059644   0.51858419  0.50563514  0.47789967  0.49327105 0.48567453  0.49742255  0.50496578  0.47975525  0.48845205  0.47821864]] 
2.416741371154785 -2.6669955253601074 -2.50844144821167 [[ 0.50738937  0.49543223  0.4419131   0.5040226   0.4787046   0.48614058 0.51086986  0.43600005  0.46632233  0.46286812  0.491312    0.49284533 0.4580096   0.49648106  0.52474523  0.51406837  0.47741815  0.50701576 0.47608745  0.49178383  0.50962782  0.48065007  0.48164353  0.48507032]] 
2.0136590003967285 -2.9628396034240723 -2.50844144821167 [[ 0.49697098  0.49089336  0.44682392  0.49368349  0.46955606  0.48171404 0.51287258  0.44082028  0.46230689  0.45789745  0.49405271  0.48183131 0.46524847  0.50574678  0.52776343  0.51258254  0.46820372  0.50589192 0.46744022  0.50250924  0.49807718  0.47321394  0.47443229  0.48333913]] 
1.6105766296386719 -3.258683681488037 -2.50844144821167 [[ 0.49644732  0.48458099  0.43948382  0.48918301  0.47429419  0.48815185 0.50536472  0.45521703  0.46026361  0.44438988  0.50516337  0.48026595 0.44731551  0.4894909   0.54201728  0.50619036  0.47100958  0.50492007 0.47106022  0.49159849  0.50688064  0.47414473  0.47288558  0.47359687]] 
1.2074942588806152 -3.554527759552002 -2.50844144821167 [[ 0.4902046   0.48520255  0.44324651  0.48175314  0.48509076  0.48108256 0.51079237  0.44474208  0.46993625  0.45381442  0.50783956  0.48834965 0.4471882   0.49830008  0.52410239  0.50208992  0.48493686  0.50133491 0.46662173  0.4897998   0.50619125  0.48269251  0.4802371   0.46769315]] 
0.7838154435157776 -3.8152236938476562 -2.7001075744628906 [[ 0.49409243  0.47893167  0.44414264  0.48986983  0.47295922  0.48283321 0.50873089  0.44537312  0.46196938  0.44127348  0.50615078  0.48798743 0.46048844  0.49529138  0.52516043  0.50153911  0.46998703  0.5025059 0.48164362  0.48777807  0.52833527  0.47158286  0.48247546  0.47463417]] 
0.3092404007911682 -3.964496374130249 -2.9501078128814697 [[ 0.51528859  0.50896877  0.45113322  0.48953682  0.47017592  0.49025637 0.49635077  0.45434341  0.44721356  0.44348827  0.48737621  0.4782353 0.46520475  0.48704427  0.49943888  0.50633377  0.457362    0.49625254 0.47554836  0.51023203  0.49594176  0.48094091  0.46941018  0.476421  ]] 
-0.18849195539951324 -3.991405487060547 3.083078145980835 [[ 0.50815034  0.47703099  0.45467371  0.48345461  0.48603618  0.48662177 0.50559002  0.45471415  0.46405959  0.45188975  0.49279854  0.48906714 0.46983847  0.48997343  0.48764113  0.5083459   0.46610868  0.48371902 0.48963568  0.4960205   0.49434862  0.49904522  0.49077791  0.48659876]] 
-0.6784349679946899 -3.894277811050415 2.833078622817993 [[ 0.50899065  0.48679924  0.45061731  0.48728523  0.47780639  0.49627039 0.50850761  0.44319224  0.44059318  0.4653824   0.47671914  0.48980105 0.45088619  0.48951685  0.51223898  0.51920021  0.48437446  0.50115645 0.48795211  0.4937844   0.49656546  0.49452138  0.46000543  0.46624047]] 
-1.1301262378692627 -3.679152488708496 2.583078622817993 [[ 0.49189869  0.49552658  0.44969782  0.50517011  0.47102579  0.49267134 0.49472374  0.43750387  0.4382903   0.44547117  0.49187639  0.48636386 0.44750351  0.48023522  0.5212155   0.53361094  0.46933573  0.5072369 0.4527888   0.51358896  0.53100467  0.46872705  0.426254    0.48816004]] 
-1.5154820680618286 -3.3594038486480713 2.3330795764923096 [[ 0.51339978  0.50624233  0.46406892  0.482389    0.45703405  0.48500368 0.48498273  0.43452322  0.42008427  0.43405944  0.50738126  0.46297029 0.46438885  0.46788168  0.50120378  0.52450228  0.46578184  0.50030482 0.44974464  0.50735581  0.50015801  0.4844313   0.44127205  0.49806958]] 
-1.8105432987213135 -2.9549131393432617 2.0830793380737305 [[ 0.49675009  0.47439584  0.45639488  0.47014442  0.4780556   0.4961662 0.50952822  0.43207514  0.42179245  0.44695863  0.48462772  0.47289199 0.4456926   0.47705022  0.50787997  0.53253901  0.44591656  0.49615294 0.45099643  0.51273674  0.49077508  0.51394463  0.45331773  0.48756993]] 
-1.9969637393951416 -2.490828275680542 1.8330780267715454 [[ 0.50821626  0.46590114  0.44682041  0.49719882  0.4952175   0.48088354 0.49770126  0.43503925  0.42523816  0.45293373  0.47459334  0.47509524 0.42977107  0.47496557  0.50676888  0.52784795  0.4551338   0.50253522 0.44732383  0.50308138  0.51800448  0.4992322   0.4479804   0.46978059]] 
-2.0631515979766846 -1.9960054159164429 1.5830764770507812 [[ 0.49579513  0.50226092  0.45709363  0.49904263  0.48735318  0.48736855 0.50685799  0.45109528  0.44446921  0.45372301  0.47045493  0.46847802 0.4422662   0.49097249  0.4994899   0.50087476  0.45745373  0.49470884 0.45514405  0.49466774  0.52283573  0.47375941  0.44412845  0.46723446]] 
-2.0572094917297363 -1.4960440397262573 1.5580766201019287 [[ 0.49477857  0.48747215  0.45362577  0.49183688  0.47381639  0.49281901 0.51627791  0.45096889  0.4472881   0.45881522  0.47500792  0.47140577 0.45060313  0.49283713  0.51455659  0.51231927  0.45365837  0.509884 0.44501522  0.50590372  0.52972758  0.47470859  0.44211012  0.46579054]] 
-2.0508508682250977 -0.9960838556289673 1.5580766201019287 [[ 0.49703369  0.49256939  0.45223722  0.5021556   0.46358645  0.4838382 0.50647467  0.46996912  0.44614685  0.44585332  0.48092878  0.48039719 0.45703498  0.48128566  0.50100106  0.51215696  0.46260253  0.5028581 0.46413249  0.48445019  0.51217043  0.46860206  0.45743778  0.48311239]] 
-2.044492244720459 -0.49612370133399963 1.5580766201019287 [[ 0.49202174  0.49586976  0.45184597  0.48998967  0.45683324  0.5020538 0.51512057  0.45904133  0.44387355  0.43988392  0.48286492  0.48200467 0.45661393  0.48809472  0.51740581  0.51093251  0.46297407  0.5068242 0.46401778  0.49258262  0.51498681  0.47000763  0.42939088  0.47322002]] 
-2.011821746826172 0.0018074139952659607 1.3997430801391602 [[ 0.48576117  0.47660664  0.44850081  0.48776612  0.46060333  0.48312685 0.51453984  0.46822262  0.45255035  0.44330049  0.50954425  0.47380918 0.45643955  0.48935413  0.52250916  0.51837957  0.4629176   0.49802276 0.45997462  0.49407968  0.50605202  0.46719623  0.44231966  0.48904186]] 
-1.8643407821655273 0.4769560992717743 1.1497427225112915 [[ 0.49736789  0.49900892  0.46063828  0.48669475  0.47133398  0.48768896 0.5095067   0.47088698  0.45906025  0.45712456  0.50195497  0.47046348 0.45234594  0.48359397  0.51923466  0.51121032  0.46713471  0.49762055 0.46332452  0.50552386  0.50093174  0.47903246  0.45475391  0.47937402]] 
-1.603582739830017 0.8998652100563049 0.8997419476509094 [[ 0.49545184  0.50271565  0.46482301  0.48562542  0.48197886  0.49052978 0.49668124  0.4764142   0.46726444  0.46272936  0.50853282  0.48152217 0.464793    0.48175785  0.5186761   0.51337814  0.46694741  0.50068706 0.47488368  0.49611774  0.501019    0.48378775  0.4691515   0.49109483]] 
