-5.4526815414,-5.328060627,1.3334797621,0.4490101,0.018353
-5.4526815414,-5.328060627,1.3334797621,0.4490101,0.018353
-5.4526815414,-5.328060627,1.3334797621,0.4490101,0.018353
-5.4526815414,-5.328060627,1.3334797621,0.4490101,0.018353
-5.3690190315,-5.0239362717,1.3001468182,0.45229056,0.061333
-5.2986950874,-4.5296502113,1.5501455069,0.46622938,0.0649238
-5.3451886177,-4.0327253342,1.7168120146,0.45407048,0.0187116
-5.4179444313,-3.5380470753,1.7168120146,0.45900974,0.0371047
-5.4907002449,-3.0433690548,1.7168120146,0.46096256,0.000646051
-5.5780072212,-2.4497554302,1.7168120146,0.47739333,0.0590113
-5.6507630348,-1.9550774097,1.7168120146,0.47690105,0.00131414
-5.7138180733,-1.5263564587,1.7168120146,0.48167667,0.0290781
-5.7865738869,-1.0316784382,1.7168120146,0.48283169,0.0249515
-5.8593297005,-0.5369986892,1.7168120146,0.48227072,9.11377E-005
-5.9320855141,-0.0423195213,1.7168120146,0.48307997,0.0555508
-6.0048413277,0.4523596466,1.7168120146,0.48591837,0.0408606
-6.0775971413,0.9470393658,1.7168120146,0.48170662,0.0235819
-6.1503529549,1.4417176247,1.7168120146,0.48821947,0.0182245
-6.2231087685,1.9363956451,1.7168120146,0.48799795,2.19904E-007
-6.2958645821,2.4310736656,1.7168120146,0.48424339,0.064026
-6.3580927849,2.8434188366,1.6584788561,0.48286876,0.0872414
-6.3580927849,2.8434188366,1.4084802866,0.46859708,0.0930479
-6.3580927849,2.8434188366,1.2834792137,0.46666929,0.093851
-6.1765623093,3.2502117157,1.0334777832,0.4739818,0.00481999
-5.8887081146,3.6580662727,0.9418107867,0.48242381,0.00323478
-5.5718874931,4.0427131653,0.8168109655,0.48150581,0.00232772
-5.2296090126,4.4071931839,0.8168109655,0.48796844,0.00131822
-4.8873305321,4.7716732025,0.8168109655,0.49028286,0.000276296
-4.5450520515,5.1361532211,0.8168109655,0.49876282,7.33627E-006
-4.2006850243,5.4979138374,0.766811192,0.50391179,0.000378017
-3.7999787331,5.7914438248,0.5168110132,0.4971869,0.0103487
-3.3382804394,5.9761018753,0.2668103576,0.49180287,0.00549793
-2.8442966938,6.040409565,0.0168110412,0.49249676,0.152609
-2.3471596241,5.9910306931,-0.1415219903,0.48377427,0.0166105
-1.8521597385,5.9205064774,-0.1415219903,0.48649257,0.0241343
-1.3684911728,5.79504776,-0.3665211797,0.48467332,0.016859
-0.9131169319,5.5878324509,-0.4331877828,0.48143262,0.00266314
-0.4593013823,5.3779478073,-0.4331877828,0.47546875,0.0289381
-0.0054850876,5.1680631638,-0.4331877828,0.47921064,0.00738641
0.451333493,4.9666161537,-0.3498544991,0.48404384,0.0543716
